"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)"
"Totaal misdrijven";"2023 april";"Heeze-Leende";"      32"
"Totaal misdrijven";"2023 mei";"Heeze-Leende";"      51"
"Totaal misdrijven";"2023 juni";"Heeze-Leende";"      41"
"Totaal misdrijven";"2023 juli";"Heeze-Leende";"      42"
"Totaal misdrijven";"2023 augustus";"Heeze-Leende";"      48"
"Totaal misdrijven";"2022 september";"Heiloo";"      50"
"Totaal misdrijven";"2022 oktober";"Heiloo";"      48"
"Totaal misdrijven";"2022 november";"Heiloo";"      64"
"Totaal misdrijven";"2022 december";"Heiloo";"      64"
"Totaal misdrijven";"2023 januari";"Heiloo";"      71"
"Totaal misdrijven";"2023 februari";"Heiloo";"      67"
"Totaal misdrijven";"2023 maart";"Heiloo";"      62"
"Totaal misdrijven";"2023 april";"Heiloo";"      56"
"Totaal misdrijven";"2023 mei";"Heiloo";"      59"
"Totaal misdrijven";"2023 juni";"Heiloo";"      52"
"Totaal misdrijven";"2023 juli";"Heiloo";"      69"
"Totaal misdrijven";"2023 augustus";"Heiloo";"      45"
"Totaal misdrijven";"2022 september";"Den Helder";"     255"
"Totaal misdrijven";"2022 oktober";"Den Helder";"     291"
"Totaal misdrijven";"2022 november";"Den Helder";"     264"
"Totaal misdrijven";"2022 december";"Den Helder";"     231"
"Totaal misdrijven";"2023 januari";"Den Helder";"     278"
"Totaal misdrijven";"2023 februari";"Den Helder";"     241"
"Totaal misdrijven";"2023 maart";"Den Helder";"     254"
"Totaal misdrijven";"2023 april";"Den Helder";"     255"
"Totaal misdrijven";"2023 mei";"Den Helder";"     254"
"Totaal misdrijven";"2023 juni";"Den Helder";"     208"
"Totaal misdrijven";"2023 juli";"Den Helder";"     283"
"Totaal misdrijven";"2023 augustus";"Den Helder";"     230"
"Totaal misdrijven";"2022 september";"Hellendoorn";"      60"
"Totaal misdrijven";"2022 oktober";"Hellendoorn";"      87"
"Totaal misdrijven";"2022 november";"Hellendoorn";"      68"
"Totaal misdrijven";"2022 december";"Hellendoorn";"      82"
"Totaal misdrijven";"2023 januari";"Hellendoorn";"      82"
"Totaal misdrijven";"2023 februari";"Hellendoorn";"      63"
"Totaal misdrijven";"2023 maart";"Hellendoorn";"      79"
"Totaal misdrijven";"2023 april";"Hellendoorn";"      53"
"Totaal misdrijven";"2023 mei";"Hellendoorn";"      93"
"Totaal misdrijven";"2023 juni";"Hellendoorn";"      67"
"Totaal misdrijven";"2023 juli";"Hellendoorn";"      64"
"Totaal misdrijven";"2023 augustus";"Hellendoorn";"      66"
"Totaal misdrijven";"2022 september";"Helmond";"     494"
"Totaal misdrijven";"2022 oktober";"Helmond";"     500"
"Totaal misdrijven";"2022 november";"Helmond";"     486"
"Totaal misdrijven";"2022 december";"Helmond";"     444"
"Totaal misdrijven";"2023 januari";"Helmond";"     515"
"Totaal misdrijven";"2023 februari";"Helmond";"     472"
"Totaal misdrijven";"2023 maart";"Helmond";"     439"
"Totaal misdrijven";"2023 april";"Helmond";"     432"
"Totaal misdrijven";"2023 mei";"Helmond";"     440"
"Totaal misdrijven";"2023 juni";"Helmond";"     452"
"Totaal misdrijven";"2023 juli";"Helmond";"     513"
"Totaal misdrijven";"2023 augustus";"Helmond";"     502"
"Totaal misdrijven";"2022 september";"Hendrik-Ido-Ambacht";"      69"
"Totaal misdrijven";"2022 oktober";"Hendrik-Ido-Ambacht";"      95"
"Totaal misdrijven";"2022 november";"Hendrik-Ido-Ambacht";"      85"
"Totaal misdrijven";"2022 december";"Hendrik-Ido-Ambacht";"      81"
"Totaal misdrijven";"2023 januari";"Hendrik-Ido-Ambacht";"      82"
"Totaal misdrijven";"2023 februari";"Hendrik-Ido-Ambacht";"      70"
"Totaal misdrijven";"2023 maart";"Hendrik-Ido-Ambacht";"      88"
"Totaal misdrijven";"2023 april";"Hendrik-Ido-Ambacht";"      75"
"Totaal misdrijven";"2023 mei";"Hendrik-Ido-Ambacht";"      69"
"Totaal misdrijven";"2023 juni";"Hendrik-Ido-Ambacht";"      92"
"Totaal misdrijven";"2023 juli";"Hendrik-Ido-Ambacht";"      93"
"Totaal misdrijven";"2023 augustus";"Hendrik-Ido-Ambacht";"      92"
"Totaal misdrijven";"2022 september";"Hengelo (O.)";"     379"
"Totaal misdrijven";"2022 oktober";"Hengelo (O.)";"     347"
"Totaal misdrijven";"2022 november";"Hengelo (O.)";"     339"
"Totaal misdrijven";"2022 december";"Hengelo (O.)";"     343"
"Totaal misdrijven";"2023 januari";"Hengelo (O.)";"     284"
"Totaal misdrijven";"2023 februari";"Hengelo (O.)";"     268"
"Totaal misdrijven";"2023 maart";"Hengelo (O.)";"     292"
"Totaal misdrijven";"2023 april";"Hengelo (O.)";"     306"
"Totaal misdrijven";"2023 mei";"Hengelo (O.)";"     292"
"Totaal misdrijven";"2023 juni";"Hengelo (O.)";"     361"
"Totaal misdrijven";"2023 juli";"Hengelo (O.)";"     338"
"Totaal misdrijven";"2023 augustus";"Hengelo (O.)";"     244"
"Totaal misdrijven";"2022 september";"'s-Hertogenbosch";"     661"
"Totaal misdrijven";"2022 oktober";"'s-Hertogenbosch";"     818"
"Totaal misdrijven";"2022 november";"'s-Hertogenbosch";"     758"
"Totaal misdrijven";"2022 december";"'s-Hertogenbosch";"     833"
"Totaal misdrijven";"2023 januari";"'s-Hertogenbosch";"     815"
"Totaal misdrijven";"2023 februari";"'s-Hertogenbosch";"     790"
"Totaal misdrijven";"2023 maart";"'s-Hertogenbosch";"     794"
"Totaal misdrijven";"2023 april";"'s-Hertogenbosch";"     708"
"Totaal misdrijven";"2023 mei";"'s-Hertogenbosch";"     696"
"Totaal misdrijven";"2023 juni";"'s-Hertogenbosch";"     755"
"Totaal misdrijven";"2023 juli";"'s-Hertogenbosch";"     776"
"Totaal misdrijven";"2023 augustus";"'s-Hertogenbosch";"     648"
"Totaal misdrijven";"2022 september";"Heumen";"      41"
"Totaal misdrijven";"2022 oktober";"Heumen";"      54"
"Totaal misdrijven";"2022 november";"Heumen";"      44"
"Totaal misdrijven";"2022 december";"Heumen";"      37"
"Totaal misdrijven";"2023 januari";"Heumen";"      43"
"Totaal misdrijven";"2023 februari";"Heumen";"      37"
"Totaal misdrijven";"2023 maart";"Heumen";"      33"
"Totaal misdrijven";"2023 april";"Heumen";"      31"
"Totaal misdrijven";"2023 mei";"Heumen";"      43"
"Totaal misdrijven";"2023 juni";"Heumen";"      42"
"Totaal misdrijven";"2023 juli";"Heumen";"      55"
"Totaal misdrijven";"2023 augustus";"Heumen";"      47"
"Totaal misdrijven";"2022 september";"Heusden";"     101"
"Totaal misdrijven";"2022 oktober";"Heusden";"     138"
"Totaal misdrijven";"2022 november";"Heusden";"     127"
"Totaal misdrijven";"2022 december";"Heusden";"      92"
"Totaal misdrijven";"2023 januari";"Heusden";"     130"
"Totaal misdrijven";"2023 februari";"Heusden";"     117"
"Totaal misdrijven";"2023 maart";"Heusden";"     116"
"Totaal misdrijven";"2023 april";"Heusden";"     105"
"Totaal misdrijven";"2023 mei";"Heusden";"     119"
"Totaal misdrijven";"2023 juni";"Heusden";"     130"
"Totaal misdrijven";"2023 juli";"Heusden";"      89"
"Totaal misdrijven";"2023 augustus";"Heusden";"      74"
"Totaal misdrijven";"2022 september";"Hillegom";"      66"
"Totaal misdrijven";"2022 oktober";"Hillegom";"      73"
"Totaal misdrijven";"2022 november";"Hillegom";"      61"
"Totaal misdrijven";"2022 december";"Hillegom";"      42"
"Totaal misdrijven";"2023 januari";"Hillegom";"      57"
"Totaal misdrijven";"2023 februari";"Hillegom";"      65"
"Totaal misdrijven";"2023 maart";"Hillegom";"      59"
"Totaal misdrijven";"2023 april";"Hillegom";"      71"
"Totaal misdrijven";"2023 mei";"Hillegom";"      67"
"Totaal misdrijven";"2023 juni";"Hillegom";"      52"
"Totaal misdrijven";"2023 juli";"Hillegom";"      62"
"Totaal misdrijven";"2023 augustus";"Hillegom";"      51"
"Totaal misdrijven";"2022 september";"Hilvarenbeek";"      39"
"Totaal misdrijven";"2022 oktober";"Hilvarenbeek";"      70"
"Totaal misdrijven";"2022 november";"Hilvarenbeek";"      36"
"Totaal misdrijven";"2022 december";"Hilvarenbeek";"      40"
"Totaal misdrijven";"2023 januari";"Hilvarenbeek";"      40"
"Totaal misdrijven";"2023 februari";"Hilvarenbeek";"      39"
"Totaal misdrijven";"2023 maart";"Hilvarenbeek";"      36"
"Totaal misdrijven";"2023 april";"Hilvarenbeek";"      31"
"Totaal misdrijven";"2023 mei";"Hilvarenbeek";"      53"
"Totaal misdrijven";"2023 juni";"Hilvarenbeek";"      48"
"Totaal misdrijven";"2023 juli";"Hilvarenbeek";"      69"
"Totaal misdrijven";"2023 augustus";"Hilvarenbeek";"     103"
"Totaal misdrijven";"2022 september";"Hilversum";"     357"
"Totaal misdrijven";"2022 oktober";"Hilversum";"     355"
"Totaal misdrijven";"2022 november";"Hilversum";"     344"
"Totaal misdrijven";"2022 december";"Hilversum";"     310"
"Totaal misdrijven";"2023 januari";"Hilversum";"     366"
"Totaal misdrijven";"2023 februari";"Hilversum";"     296"
"Totaal misdrijven";"2023 maart";"Hilversum";"     334"
"Totaal misdrijven";"2023 april";"Hilversum";"     325"
"Totaal misdrijven";"2023 mei";"Hilversum";"     335"
"Totaal misdrijven";"2023 juni";"Hilversum";"     324"
"Totaal misdrijven";"2023 juli";"Hilversum";"     317"
"Totaal misdrijven";"2023 augustus";"Hilversum";"     273"
"Totaal misdrijven";"2022 september";"Hoeksche Waard";"     164"
"Totaal misdrijven";"2022 oktober";"Hoeksche Waard";"     186"
"Totaal misdrijven";"2022 november";"Hoeksche Waard";"     191"
"Totaal misdrijven";"2022 december";"Hoeksche Waard";"     174"
"Totaal misdrijven";"2023 januari";"Hoeksche Waard";"     194"
"Totaal misdrijven";"2023 februari";"Hoeksche Waard";"     153"
"Totaal misdrijven";"2023 maart";"Hoeksche Waard";"     179"
"Totaal misdrijven";"2023 april";"Hoeksche Waard";"     166"
"Totaal misdrijven";"2023 mei";"Hoeksche Waard";"     171"
"Totaal misdrijven";"2023 juni";"Hoeksche Waard";"     189"
"Totaal misdrijven";"2023 juli";"Hoeksche Waard";"     180"
"Totaal misdrijven";"2023 augustus";"Hoeksche Waard";"     142"
"Totaal misdrijven";"2022 september";"Hof van Twente";"      80"
"Totaal misdrijven";"2022 oktober";"Hof van Twente";"     125"
"Totaal misdrijven";"2022 november";"Hof van Twente";"      98"
"Totaal misdrijven";"2022 december";"Hof van Twente";"      74"
"Totaal misdrijven";"2023 januari";"Hof van Twente";"      75"
"Totaal misdrijven";"2023 februari";"Hof van Twente";"      52"
"Totaal misdrijven";"2023 maart";"Hof van Twente";"      66"
"Totaal misdrijven";"2023 april";"Hof van Twente";"      59"
"Totaal misdrijven";"2023 mei";"Hof van Twente";"      64"
"Totaal misdrijven";"2023 juni";"Hof van Twente";"      78"
"Totaal misdrijven";"2023 juli";"Hof van Twente";"      61"
"Totaal misdrijven";"2023 augustus";"Hof van Twente";"      57"
"Totaal misdrijven";"2022 september";"Het Hogeland";"      74"
"Totaal misdrijven";"2022 oktober";"Het Hogeland";"      96"
"Totaal misdrijven";"2022 november";"Het Hogeland";"     122"
"Totaal misdrijven";"2022 december";"Het Hogeland";"      95"
"Totaal misdrijven";"2023 januari";"Het Hogeland";"      94"
"Totaal misdrijven";"2023 februari";"Het Hogeland";"      83"
"Totaal misdrijven";"2023 maart";"Het Hogeland";"     102"
"Totaal misdrijven";"2023 april";"Het Hogeland";"      85"
"Totaal misdrijven";"2023 mei";"Het Hogeland";"      90"
"Totaal misdrijven";"2023 juni";"Het Hogeland";"     107"
"Totaal misdrijven";"2023 juli";"Het Hogeland";"      81"
"Totaal misdrijven";"2023 augustus";"Het Hogeland";"      82"
"Totaal misdrijven";"2022 september";"Hollands Kroon";"     106"
"Totaal misdrijven";"2022 oktober";"Hollands Kroon";"     122"
"Totaal misdrijven";"2022 november";"Hollands Kroon";"     104"
"Totaal misdrijven";"2022 december";"Hollands Kroon";"      93"
"Totaal misdrijven";"2023 januari";"Hollands Kroon";"     103"
"Totaal misdrijven";"2023 februari";"Hollands Kroon";"      79"
"Totaal misdrijven";"2023 maart";"Hollands Kroon";"      91"
"Totaal misdrijven";"2023 april";"Hollands Kroon";"     101"
"Totaal misdrijven";"2023 mei";"Hollands Kroon";"      96"
"Totaal misdrijven";"2023 juni";"Hollands Kroon";"      74"
"Totaal misdrijven";"2023 juli";"Hollands Kroon";"     118"
"Totaal misdrijven";"2023 augustus";"Hollands Kroon";"      99"
"Totaal misdrijven";"2022 september";"Hoogeveen";"     205"
"Totaal misdrijven";"2022 oktober";"Hoogeveen";"     226"
"Totaal misdrijven";"2022 november";"Hoogeveen";"     233"
"Totaal misdrijven";"2022 december";"Hoogeveen";"     202"
"Totaal misdrijven";"2023 januari";"Hoogeveen";"     224"
"Totaal misdrijven";"2023 februari";"Hoogeveen";"     135"
"Totaal misdrijven";"2023 maart";"Hoogeveen";"     200"
"Totaal misdrijven";"2023 april";"Hoogeveen";"     156"
"Totaal misdrijven";"2023 mei";"Hoogeveen";"     174"
"Totaal misdrijven";"2023 juni";"Hoogeveen";"     208"
"Totaal misdrijven";"2023 juli";"Hoogeveen";"     189"
"Totaal misdrijven";"2023 augustus";"Hoogeveen";"     191"
"Totaal misdrijven";"2022 september";"Hoorn";"     310"
"Totaal misdrijven";"2022 oktober";"Hoorn";"     329"
"Totaal misdrijven";"2022 november";"Hoorn";"     257"
"Totaal misdrijven";"2022 december";"Hoorn";"     245"
"Totaal misdrijven";"2023 januari";"Hoorn";"     287"
"Totaal misdrijven";"2023 februari";"Hoorn";"     273"
"Totaal misdrijven";"2023 maart";"Hoorn";"     276"
"Totaal misdrijven";"2023 april";"Hoorn";"     288"
"Totaal misdrijven";"2023 mei";"Hoorn";"     337"
"Totaal misdrijven";"2023 juni";"Hoorn";"     305"
"Totaal misdrijven";"2023 juli";"Hoorn";"     313"
"Totaal misdrijven";"2023 augustus";"Hoorn";"     293"
"Totaal misdrijven";"2022 september";"Horst aan de Maas";"     119"
"Totaal misdrijven";"2022 oktober";"Horst aan de Maas";"     109"
"Totaal misdrijven";"2022 november";"Horst aan de Maas";"     128"
"Totaal misdrijven";"2022 december";"Horst aan de Maas";"     111"
"Totaal misdrijven";"2023 januari";"Horst aan de Maas";"     110"
"Totaal misdrijven";"2023 februari";"Horst aan de Maas";"     109"
"Totaal misdrijven";"2023 maart";"Horst aan de Maas";"     124"
"Totaal misdrijven";"2023 april";"Horst aan de Maas";"     112"
"Totaal misdrijven";"2023 mei";"Horst aan de Maas";"     117"
"Totaal misdrijven";"2023 juni";"Horst aan de Maas";"      88"
"Totaal misdrijven";"2023 juli";"Horst aan de Maas";"     160"
"Totaal misdrijven";"2023 augustus";"Horst aan de Maas";"     128"
"Totaal misdrijven";"2022 september";"Houten";"      93"
"Totaal misdrijven";"2022 oktober";"Houten";"     118"
"Totaal misdrijven";"2022 november";"Houten";"     118"
"Totaal misdrijven";"2022 december";"Houten";"     109"
"Totaal misdrijven";"2023 januari";"Houten";"     103"
"Totaal misdrijven";"2023 februari";"Houten";"     111"
"Totaal misdrijven";"2023 maart";"Houten";"     116"
"Totaal misdrijven";"2023 april";"Houten";"     104"
"Totaal misdrijven";"2023 mei";"Houten";"      77"
"Totaal misdrijven";"2023 juni";"Houten";"     109"
"Totaal misdrijven";"2023 juli";"Houten";"     116"
"Totaal misdrijven";"2023 augustus";"Houten";"      91"
"Totaal misdrijven";"2022 september";"Huizen";"      97"
"Totaal misdrijven";"2022 oktober";"Huizen";"      92"
"Totaal misdrijven";"2022 november";"Huizen";"      89"
"Totaal misdrijven";"2022 december";"Huizen";"     100"
"Totaal misdrijven";"2023 januari";"Huizen";"      95"
"Totaal misdrijven";"2023 februari";"Huizen";"      70"
"Totaal misdrijven";"2023 maart";"Huizen";"      91"
"Totaal misdrijven";"2023 april";"Huizen";"      73"
"Totaal misdrijven";"2023 mei";"Huizen";"      90"
"Totaal misdrijven";"2023 juni";"Huizen";"      93"
"Totaal misdrijven";"2023 juli";"Huizen";"      99"
"Totaal misdrijven";"2023 augustus";"Huizen";"      78"
"Totaal misdrijven";"2022 september";"Hulst";"      64"
"Totaal misdrijven";"2022 oktober";"Hulst";"      91"
"Totaal misdrijven";"2022 november";"Hulst";"      74"
"Totaal misdrijven";"2022 december";"Hulst";"      74"
"Totaal misdrijven";"2023 januari";"Hulst";"      76"
"Totaal misdrijven";"2023 februari";"Hulst";"      66"
"Totaal misdrijven";"2023 maart";"Hulst";"      78"
"Totaal misdrijven";"2023 april";"Hulst";"      56"
"Totaal misdrijven";"2023 mei";"Hulst";"      66"
"Totaal misdrijven";"2023 juni";"Hulst";"      73"
"Totaal misdrijven";"2023 juli";"Hulst";"      51"
"Totaal misdrijven";"2023 augustus";"Hulst";"      67"
"Totaal misdrijven";"2022 september";"IJsselstein";"     104"
"Totaal misdrijven";"2022 oktober";"IJsselstein";"      88"
"Totaal misdrijven";"2022 november";"IJsselstein";"     107"
"Totaal misdrijven";"2022 december";"IJsselstein";"      68"
"Totaal misdrijven";"2023 januari";"IJsselstein";"     143"
"Totaal misdrijven";"2023 februari";"IJsselstein";"      95"
"Totaal misdrijven";"2023 maart";"IJsselstein";"     114"
"Totaal misdrijven";"2023 april";"IJsselstein";"      81"
"Totaal misdrijven";"2023 mei";"IJsselstein";"      88"
"Totaal misdrijven";"2023 juni";"IJsselstein";"      94"
"Totaal misdrijven";"2023 juli";"IJsselstein";"      93"
"Totaal misdrijven";"2023 augustus";"IJsselstein";"     101"
"Totaal misdrijven";"2022 september";"Kaag en Braassem";"      82"
"Totaal misdrijven";"2022 oktober";"Kaag en Braassem";"      60"
"Totaal misdrijven";"2022 november";"Kaag en Braassem";"      74"
"Totaal misdrijven";"2022 december";"Kaag en Braassem";"      44"
"Totaal misdrijven";"2023 januari";"Kaag en Braassem";"      83"
"Totaal misdrijven";"2023 februari";"Kaag en Braassem";"      42"
"Totaal misdrijven";"2023 maart";"Kaag en Braassem";"      64"
"Totaal misdrijven";"2023 april";"Kaag en Braassem";"      53"
"Totaal misdrijven";"2023 mei";"Kaag en Braassem";"      54"
"Totaal misdrijven";"2023 juni";"Kaag en Braassem";"      56"
"Totaal misdrijven";"2023 juli";"Kaag en Braassem";"      66"
"Totaal misdrijven";"2023 augustus";"Kaag en Braassem";"      57"
"Totaal misdrijven";"2022 september";"Kampen";"     147"
"Totaal misdrijven";"2022 oktober";"Kampen";"     142"
"Totaal misdrijven";"2022 november";"Kampen";"     132"
"Totaal misdrijven";"2022 december";"Kampen";"     131"
"Totaal misdrijven";"2023 januari";"Kampen";"     120"
"Totaal misdrijven";"2023 februari";"Kampen";"     128"
"Totaal misdrijven";"2023 maart";"Kampen";"     130"
"Totaal misdrijven";"2023 april";"Kampen";"     103"
"Totaal misdrijven";"2023 mei";"Kampen";"     110"
"Totaal misdrijven";"2023 juni";"Kampen";"     161"
"Totaal misdrijven";"2023 juli";"Kampen";"     142"
"Totaal misdrijven";"2023 augustus";"Kampen";"     190"
"Totaal misdrijven";"2022 september";"Kapelle";"      29"
"Totaal misdrijven";"2022 oktober";"Kapelle";"      38"
"Totaal misdrijven";"2022 november";"Kapelle";"      26"
"Totaal misdrijven";"2022 december";"Kapelle";"      40"
"Totaal misdrijven";"2023 januari";"Kapelle";"      29"
"Totaal misdrijven";"2023 februari";"Kapelle";"      34"
"Totaal misdrijven";"2023 maart";"Kapelle";"      30"
